year,age,band,sex,mass,date,jday,nest,day,wet_dry,warm_cold
2015,AD,1833-3250,M,50.5,6/8/2015,159,,,Wet,Warm
2015,AD,1783-64599,M,52,6/24/2015,175,,,Wet,Warm
2015,AD,1833-3237,M,53.5,6/24/2015,175,,,Wet,Warm
2015,AD,1833-3252,F,72,6/24/2015,175,,,Wet,Warm
2015,AD,1833-3238,M,53,6/27/2015,178,,,Wet,Warm
2015,AD,1833-3239,M,47,6/27/2015,178,,,Wet,Warm
2015,AD,1833-3273,M,56.5,6/27/2015,178,,,Wet,Warm
2015,AD,1833-3286,M,60.5,7/1/2015,182,,,Wet,Warm
2015,AD,1833-3287,F,64.5,7/1/2015,182,,,Wet,Warm
2015,AD,1833-3254,F,71,7/2/2015,183,,,Wet,Warm
2015,AD,1833-3288,M,53,7/8/2015,189,,,Wet,Warm
2015,AD,1833-3281,F,70,7/10/2015,191,,,Wet,Warm
2015,AD,1833-3283,F,54.5,7/10/2015,191,,,Wet,Warm
2015,U,1833-3289,U,61.1,7/10/2015,191,,,Wet,Warm
2015,U,1833-3290,U,55.5,7/10/2015,191,,,Wet,Warm
2015,U,1833-3291,U,49.5,7/10/2015,191,,,Wet,Warm
2015,U,1833-3292,U,29.3,7/10/2015,191,,,Wet,Warm
2015,U,1833-3155,U,60.3,7/13/2015,194,,,Wet,Warm
2015,U,1833-3156,U,60.3,7/13/2015,194,,,Wet,Warm
2015,U,1833-3157,U,58,7/13/2015,194,,,Wet,Warm
2015,U,1833-3276,U,66.4,7/13/2015,194,,,Wet,Warm
2015,U,1833-3277,U,62.6,7/13/2015,194,,,Wet,Warm
2015,U,1833-3278,U,37.5,7/13/2015,194,,,Wet,Warm
2015,AD,1833-3284,M,59.5,7/13/2015,194,,,Wet,Warm
2015,AD,1833-3300,F,55,7/13/2015,194,,,Wet,Warm
2015,U,1833-3151,U,53.5,7/14/2015,195,,,Wet,Warm
2015,U,1833-3158,U,56.2,7/14/2015,195,,,Wet,Warm
2015,U,1833-3285,U,54.4,7/14/2015,195,,,Wet,Warm
2015,U,1833-3152,U,58,7/15/2015,196,,,Wet,Warm
2015,U,1833-3159,U,56.3,7/15/2015,196,,,Wet,Warm
2015,U,1833-3266,U,53.6,7/15/2015,196,,,Wet,Warm
2015,U,1833-3267,U,53.5,7/15/2015,196,,,Wet,Warm
2015,U,1833-3268,U,45.8,7/15/2015,196,,,Wet,Warm
2015,U,1833-3152,U,52.5,7/17/2015,198,,,Wet,Warm
2015,U,1833-3166,U,48.4,7/17/2015,198,,,Wet,Warm
2015,U,1833-3167,U,37.1,7/17/2015,198,,,Wet,Warm
2015,U,1833-3173,U,50.5,7/17/2015,198,,,Wet,Warm
2015,U,1833-3174,U,56.6,7/17/2015,198,,,Wet,Warm
2015,U,1833-3175,U,57,7/17/2015,198,,,Wet,Warm
2015,U,1833-3176,U,56,7/17/2015,198,,,Wet,Warm
2015,AD,1833-3183,F,61.5,7/20/2015,201,,,Wet,Warm
2015,U,1833-3190,U,56,7/20/2015,201,,,Wet,Warm
2015,U,1833-3191,M,56,7/20/2015,201,,,Wet,Warm
2015,U,1833-3180,U,65.9,7/21/2015,202,,,Wet,Warm
2015,U,1833-3181,U,61.1,7/21/2015,202,,,Wet,Warm
2015,U,1833-3192,U,55.1,7/21/2015,202,,,Wet,Warm
2015,U,1833-3193,U,49.5,7/24/2015,205,,,Wet,Warm
2015,AD,1833-3197,F,58,7/24/2015,205,,,Wet,Warm
2015,U,1833-3198,U,62.5,7/24/2015,205,,,Wet,Warm
2015,U,1833-3199,U,56.5,7/24/2015,205,,,Wet,Warm
2015,AD,1833-3294,M,56,7/24/2015,205,,,Wet,Warm
2015,AD,1833-3295,F,67,7/24/2015,205,,,Wet,Warm
2015,U,1833-3182,U,49.2,7/27/2015,208,,,Wet,Warm
2015,U,1833-3194,U,61.4,7/27/2015,208,,,Wet,Warm
2015,U,1833-3200,U,52.8,7/27/2015,208,,,Wet,Warm
2015,AD,1833-3296,F,55.5,7/27/2015,208,,,Wet,Warm
2015,AD,1833-3297,F,61.5,7/27/2015,208,,,Wet,Warm
2015,U,1833-3293,U,57.4,7/28/2015,209,,,Wet,Warm
2016,AD,1783-74302,M,58.5,5/31/2016,152,,,Dry,Cold
2016,AD,1783-74303,M,56.5,6/1/2016,153,,,Dry,Cold
2016,AD,1833-3383,M,59.5,6/1/2016,153,,,Dry,Cold
2016,AD,1833-3368,M,53.5,6/2/2016,154,,,Dry,Cold
2016,AD,1833-3388,F,50.5,7/9/2016,191,,,Dry,Cold
2016,AD,1833-3389,U,54.5,6/6/2016,158,,,Dry,Cold
2016,AD,1833-3390,U,60,6/7/2016,159,,,Dry,Cold
2016,AD,1833-3381,M,58,6/8/2016,160,,,Dry,Cold
2017,AD,1833-3369,F,57.5,7/6/2017,187,,,Dry,Warm
2016,AD,1833-3370,F,56,7/14/2016,196,,,Dry,Cold
2016,AD,1833-3382,M,51,6/21/2016,173,,,Dry,Cold
2016,AD,1783-74306,M,60,6/29/2016,181,,,Dry,Cold
2016,U,1783-74313,U,51.1,7/5/2016,187,,,Dry,Cold
2016,U,1783-74314,U,50,7/5/2016,187,,,Dry,Cold
2016,U,1783-74315,U,44.3,7/5/2016,187,,,Dry,Cold
2016,U,1833-3394,U,54.2,7/5/2016,187,,,Dry,Cold
2016,U,1833-3395,U,52.1,7/5/2016,187,,,Dry,Cold
2016,U,1833-3396,U,49.2,7/5/2016,187,,,Dry,Cold
2016,U,1783-74308,U,60.1,7/6/2016,188,,,Dry,Cold
2016,U,1783-74309,U,56,7/6/2016,188,,,Dry,Cold
2016,U,1783-74317,U,49.6,7/6/2016,188,,,Dry,Cold
2016,U,1783-74318,U,43.2,7/6/2016,188,,,Dry,Cold
2016,AD,1783-74321,F,57.5,7/6/2016,188,,,Dry,Cold
2016,U,1833-3399,U,50.6,7/6/2016,188,,,Dry,Cold
2016,U,1783-74337,U,55.5,7/8/2016,190,,,Dry,Cold
2016,U,1783-74338,U,57.7,7/8/2016,190,,,Dry,Cold
2016,U,1783-74339,U,35.9,7/8/2016,190,,,Dry,Cold
2016,AD,1783-74343,F,53,7/8/2016,190,,,Dry,Cold
2016,U,1783-74356,U,52.1,7/8/2016,190,,,Dry,Cold
2016,U,1783-74357,U,48.5,7/8/2016,190,,,Dry,Cold
2016,U,1783-74358,U,38.8,7/8/2016,190,,,Dry,Cold
2016,U,1783-74363,U,47.7,7/8/2016,190,,,Dry,Cold
2016,U,1783-74364,U,50.6,7/8/2016,190,,,Dry,Cold
2016,U,1783-74365,U,28,7/8/2016,190,,,Dry,Cold
2016,AD,1833-3372,F,51,7/8/2016,190,,,Dry,Cold
2016,U,1783-74351,U,53.6,7/8/2016,190,,,Dry,Cold
2016,U,1783-74344,U,35.2,7/10/2016,192,,,Dry,Cold
2016,U,1783-74326,U,59.2,7/12/2016,194,,,Dry,Cold
2016,U,1783-74327,U,57.9,7/12/2016,194,,,Dry,Cold
2016,AD,1783-74329,M,56.5,7/12/2016,194,,,Dry,Cold
2016,U,1783-74345,U,56.1,7/12/2016,194,,,Dry,Cold
2016,U,1783-74346,U,54,7/12/2016,194,,,Dry,Cold
2016,U,1783-74304,U,56,7/13/2016,195,,,Dry,Cold
2016,AD,1783-74347,F,59,7/13/2016,195,,,Dry,Cold
2016,AD,1783-74348,F,56.5,7/14/2016,196,,,Dry,Cold
2016,U,1833-3397,U,54,7/14/2016,196,,,Dry,Cold
2016,U,1833-3392,U,52.5,7/15/2016,197,,,Dry,Cold
2016,U,1783-74367,U,61.1,7/16/2016,198,,,Dry,Cold
2016,U,1783-74368,U,61.5,7/16/2016,198,,,Dry,Cold
2016,U,1783-74369,U,63.5,7/16/2016,198,,,Dry,Cold
2016,U,1783-74325,U,58.5,7/18/2016,200,,,Dry,Cold
2016,U,1783-74349,U,57,7/18/2016,200,,,Dry,Cold
2016,U,1783-74370,U,53.8,7/18/2016,200,,,Dry,Cold
2016,U,1783-74371,U,55.1,7/18/2016,200,,,Dry,Cold
2016,U,1783-74372,U,26.4,7/18/2016,200,,,Dry,Cold
2016,AD,1783-74373,U,55.8,7/18/2016,200,,,Dry,Cold
2016,U,1783-74311,U,57,7/19/2016,201,,,Dry,Cold
2016,U,1783-74328,U,52,7/19/2016,201,,,Dry,Cold
2016,U,1783-74350,U,54.5,7/21/2016,203,,,Dry,Cold
2016,AD,1783-74374,M,50.1,7/21/2016,203,,,Dry,Cold
2016,U,1783-74361,U,52.5,7/23/2016,205,,,Dry,Cold
2016,U,1783-74387,U,55,7/26/2016,208,,,Dry,Cold
2016,AD,1783-74388,F,53,7/26/2016,208,,,Dry,Cold
2016,AD,1783-74389,M,62,7/26/2016,208,,,Dry,Cold
2017,AD,1833-3531,M,50,6/5/2017,156,,,Dry,Warm
2017,AD,1833-3550,M,53.5,6/8/2017,159,,,Dry,Warm
2017,AD,1833-3384,M,48,6/14/2017,165,,,Dry,Warm
2017,AD,1833-3575,M,63,6/19/2017,170,,,Dry,Warm
2017,AD,1833-3548,U,54.5,6/22/2017,173,,,Dry,Warm
2017,AD,1833-3549,F,62.5,7/12/2017,193,,,Dry,Warm
2017,AD,1833-3547,F,70.5,6/26/2017,177,,,Dry,Warm
2017,AD,1833-3546,F,65.5,6/27/2017,178,,,Dry,Warm
2017,AD,1833-3551,U,57.6,6/30/2017,181,,,Dry,Warm
2017,AD,1833-3527,F,63,7/11/2017,192,,,Dry,Warm
2017,U,1833-3566,U,46.4,7/11/2017,192,,,Dry,Warm
2017,U,1833-3561,U,51.5,7/12/2017,193,,,Dry,Warm
2017,U,1833-3567,U,43.5,7/12/2017,193,,,Dry,Warm
2017,U,1833-3568,U,51.5,7/12/2017,193,,,Dry,Warm
2017,AD,1833-3535,F,60,7/13/2017,194,,,Dry,Warm
2017,U,1833-3578,U,46.8,7/13/2017,194,,,Dry,Warm
2017,U,1833-3579,U,50.1,7/13/2017,194,,,Dry,Warm
2017,U,1833-3580,U,38.6,7/13/2017,194,,,Dry,Warm
2017,U,1833-3536,U,55.4,7/17/2017,198,,,Dry,Warm
2017,U,1833-3537,U,59.3,7/17/2017,198,,,Dry,Warm
2017,U,1833-3538,U,53.3,7/17/2017,198,,,Dry,Warm
2017,U,1833-3558,U,56.9,7/17/2017,198,,,Dry,Warm
2017,U,1833-3559,U,59.6,7/17/2017,198,,,Dry,Warm
2017,U,1833-3560,U,29.2,7/17/2017,198,,,Dry,Warm
2017,U,1833-3582,U,56.1,7/17/2017,198,,,Dry,Warm
2017,U,1833-3583,U,55.3,7/17/2017,198,,,Dry,Warm
2017,U,1833-3584,U,49.5,7/17/2017,198,,,Dry,Warm
2017,U,1833-3569,U,58.5,7/18/2017,199,,,Dry,Warm
2017,U,1833-3585,U,51.5,7/18/2017,199,,,Dry,Warm
2017,U,1833-3588,U,54.4,7/18/2017,199,,,Dry,Warm
2017,U,1833-3589,U,54.9,7/18/2017,199,,,Dry,Warm
2017,U,1833-3590,U,53,7/18/2017,199,,,Dry,Warm
2017,U,1833-3542,U,51.7,7/20/2017,201,,,Dry,Warm
2017,U,1833-3543,U,48.8,7/20/2017,201,,,Dry,Warm
2017,U,1833-3581,U,59.5,7/20/2017,201,,,Dry,Warm
2017,U,1833-3539,U,47.5,7/21/2017,202,,,Dry,Warm
2017,U,1833-3540,U,60.4,7/22/2017,203,,,Dry,Warm
2017,U,1833-3557,U,61,7/22/2017,203,,,Dry,Warm
2017,U,1833-3565,U,37,7/22/2017,203,,,Dry,Warm
2017,U,1833-3574,U,55,7/22/2017,203,,,Dry,Warm
2017,U,1833-3587,U,50.3,7/22/2017,203,,,Dry,Warm
2017,U,1833-3586,U,59.1,7/23/2017,204,,,Dry,Warm
2017,U,1833-3594,U,56.5,7/24/2017,205,,,Dry,Warm
2017,AD,1833-3598,M,53,7/24/2017,205,,,Dry,Warm
2017,AD,1833-3599,U,58.5,7/24/2017,205,,,Dry,Warm
2017,AD,1833-3600,U,54,7/25/2017,206,,,Dry,Warm
2018,AD,1833-32510,M,51.5,6/4/2018,155,,,Wet,Warm
2018,AD,1833-32530,M,53,6/5/2018,156,,,Wet,Warm
2018,AD,1833-32511,M,51.5,6/6/2018,157,,,Wet,Warm
2018,AD,1833-32512,M,53,6/6/2018,157,,,Wet,Warm
2018,AD,1833-32534,M,55,6/6/2018,157,,,Wet,Warm
2018,AD,1833-32535,M,55,6/6/2018,157,,,Wet,Warm
2018,AD,1833-32536,M,53,6/6/2018,157,,,Wet,Warm
2018,AD,1833-32507,F,78,6/8/2018,159,,,Wet,Warm
2018,AD,1833-32545,F,58,7/5/2018,186,,,Wet,Warm
2018,AD,1833-32513,M,60.5,6/6/2018,157,,,Wet,Warm
2018,AD,1833-32532,F,65.5,6/27/2018,178,,,Wet,Warm
2018,AD,1833-32550,M,52.5,6/25/2018,176,,,Wet,Warm
2018,AD,1833-32539,F,60,6/28/2018,179,,,Wet,Warm
2018,U,1833-32540,U,65.4,6/29/2018,180,,,Wet,Warm
2018,U,1833-32541,U,59.6,6/29/2018,180,,,Wet,Warm
2018,U,1833-32542,U,62.2,6/29/2018,180,,,Wet,Warm
2018,U,1833-32546,U,56.6,6/29/2018,180,,,Wet,Warm
2018,U,1833-32547,U,49.4,6/29/2018,180,,,Wet,Warm
2018,U,1833-32548,U,49.2,6/29/2018,180,,,Wet,Warm
2018,U,1833-32515,U,61.5,7/3/2018,184,,,Wet,Warm
2018,U,1833-32516,U,57.8,7/3/2018,184,,,Wet,Warm
2018,U,1833-32517,U,59,7/3/2018,184,,,Wet,Warm
2018,U,1833-32559,U,55.2,7/3/2018,184,,,Wet,Warm
2018,U,1833-32560,U,52.4,7/3/2018,184,,,Wet,Warm
2018,U,1833-32561,U,61.3,7/3/2018,184,,,Wet,Warm
2018,AD,1833-32562,F,57,7/3/2018,184,,,Wet,Warm
2018,U,1833-32543,U,50.9,7/4/2018,185,,,Wet,Warm
2018,U,1833-32544,U,43,7/4/2018,185,,,Wet,Warm
2018,U,1833-32564,U,48.8,7/4/2018,185,,,Wet,Warm
2018,U,1833-32565,U,64.5,7/4/2018,185,,,Wet,Warm
2018,U,1833-32566,U,66.2,7/4/2018,185,,,Wet,Warm
2018,U,1833-32518,U,58.8,7/5/2018,186,,,Wet,Warm
2018,U,1833-32567,U,65.7,7/5/2018,186,,,Wet,Warm
2018,U,1833-32568,U,59.5,7/5/2018,186,,,Wet,Warm
2018,U,1833-32569,U,67,7/5/2018,186,,,Wet,Warm
2018,AD,1833-32563,M,48.5,7/12/2018,193,,,Wet,Warm
2018,U,1833-32576,U,56.5,7/12/2018,193,,,Wet,Warm
2018,AD,1833-32577,M,52.5,7/12/2018,193,,,Wet,Warm
2018,U,1833-32525,U,46.7,7/13/2018,194,,,Wet,Warm
2018,U,1833-32526,U,46.4,7/13/2018,194,,,Wet,Warm
2018,U,1833-32519,U,52,7/16/2018,197,,,Wet,Warm
2018,AD,1833-32578,M,56.5,7/16/2018,197,,,Wet,Warm
2018,AD,1833-32527,F,64,7/17/2018,198,,,Wet,Warm
2018,AD,1833-32549,F,66,7/19/2018,200,,,Wet,Warm
2018,AD,1833-32579,M,51.5,7/19/2018,200,,,Wet,Warm
2018,AD,1833-32583,M,53,7/20/2018,201,,,Wet,Warm
2018,U,1833-32588,U,54,7/20/2018,201,,,Wet,Warm
2018,AD,1833-32551,U,58.5,7/24/2018,205,,,Wet,Warm
2018,AD,1833-32580,M,47.5,7/26/2018,207,,,Wet,Warm
2019,AD,1833-32591,U,54,6/3/2019,154,,,Dry,Cold
2019,AD,1833-32558,M,41,6/7/2019,158,,,Dry,Cold
2019,AD,1833-32610,M,58,6/7/2019,158,,,Dry,Cold
2019,AD,1833-32584,U,58,6/12/2019,163,,,Dry,Cold
2019,AD,1833-32590,M,53,6/12/2019,163,,,Dry,Cold
2019,AD,1833-32598,M,49,6/12/2019,163,,,Dry,Cold
2019,AD,1833-32523,M,58,6/14/2019,165,,,Dry,Cold
2019,AD,1833-32594,M,53.5,6/14/2019,165,,,Dry,Cold
2020,AD,1833-32585,F,57,6/29/2020,181,,,Dry,Cold
2019,AD,1833-32609,F,61,7/15/2019,196,,,Dry,Cold
2019,U,1833-32616,U,50.5,7/1/2019,182,,,Dry,Cold
2019,U,1833-32617,U,50.4,7/1/2019,182,,,Dry,Cold
2019,U,1833-32618,U,50.2,7/1/2019,182,,,Dry,Cold
2019,U,1833-32619,U,58.4,7/3/2019,184,,,Dry,Cold
2019,U,1833-32620,U,55.9,7/3/2019,184,,,Dry,Cold
2019,U,1833-32587,U,48.3,7/10/2019,191,,,Dry,Cold
2019,AD,1833-32592,U,60,7/10/2019,191,,,Dry,Cold
2019,AD,1833-32597,F,60.5,7/10/2019,191,,,Dry,Cold
2019,U,1833-32611,U,52.8,7/10/2019,191,,,Dry,Cold
2019,AD,1833-32623,F,63,7/11/2019,192,,,Dry,Cold
2019,U,1833-32599,U,57.6,7/12/2019,193,,,Dry,Cold
2019,U,1833-32600,U,53.7,7/12/2019,193,,,Dry,Cold
2019,AD,1833-32612,U,59.5,7/12/2019,193,,,Dry,Cold
2019,AD,1833-32630,F,59,7/12/2019,193,,,Dry,Cold
2019,U,1833-32613,U,54.1,7/13/2019,194,,,Dry,Cold
2019,U,1833-32627,U,54.6,7/15/2019,196,,,Dry,Cold
2019,U,1833-32628,U,63.9,7/15/2019,196,,,Dry,Cold
2019,U,1833-32629,U,65.2,7/15/2019,196,,,Dry,Cold
2019,U,1833-32646,U,59.2,7/15/2019,196,,,Dry,Cold
2019,U,1833-32647,U,47.1,7/15/2019,196,,,Dry,Cold
2019,U,1833-32648,U,58.3,7/15/2019,196,,,Dry,Cold
2019,AD,1833-32624,U,64.5,7/17/2019,198,,,Dry,Cold
2019,AD,1833-32606,M,48,7/18/2019,199,,,Dry,Cold
2019,AD,1833-32626,M,53,7/18/2019,199,,,Dry,Cold
2019,U,1833-32601,U,59.2,7/19/2019,200,,,Dry,Cold
2019,U,1833-32602,U,54.4,7/19/2019,200,,,Dry,Cold
2019,U,1833-32603,U,56.5,7/19/2019,200,,,Dry,Cold
2019,AD,1833-32625,M,63,7/19/2019,200,,,Dry,Cold
2019,AD,1833-32631,M,59,7/19/2019,200,,,Dry,Cold
2019,U,1833-32653,U,63,7/23/2019,204,,,Dry,Cold
2019,U,1833-32614,U,62.5,7/25/2019,206,,,Dry,Cold
2020,AD,1833-32668,M,59,6/15/2020,167,,,Dry,Cold
2020,AD,1783-74404,M,63,6/17/2020,169,,,Dry,Cold
2020,AD,1833-32678,M,56,6/17/2020,169,,,Dry,Cold
2020,AD,1833-32688,M,53.5,6/17/2020,169,,,Dry,Cold
2020,AD,1833-32645,M,53.5,6/23/2020,175,,,Dry,Cold
2020,AD,1833-32669,F,59.5,6/23/2020,175,,,Dry,Cold
2020,AD,1833-32679,U,47,6/29/2020,181,,,Dry,Cold
2020,U,1833-32615,U,57.1,7/1/2020,183,,,Dry,Cold
2020,U,1833-32636,U,54.6,7/1/2020,183,,,Dry,Cold
2020,U,1833-32638,U,57.6,7/1/2020,183,,,Dry,Cold
2020,U,1833-32639,U,61.9,7/1/2020,183,,,Dry,Cold
2020,U,1833-32640,U,57.6,7/1/2020,183,,,Dry,Cold
2020,U,1833-32642,U,52.6,7/1/2020,183,,,Dry,Cold
2020,U,1833-32680,U,60,7/1/2020,183,,,Dry,Cold
2020,U,1833-32681,U,53.3,7/1/2020,183,,,Dry,Cold
2020,U,1833-32682,U,56.5,7/1/2020,183,,,Dry,Cold
2020,U,1833-32670,U,56.3,7/6/2020,188,,,Dry,Cold
2020,U,1833-32671,U,53.6,7/6/2020,188,,,Dry,Cold
2020,U,1833-32672,U,46.9,7/6/2020,188,,,Dry,Cold
2020,U,1833-32683,U,59.3,7/6/2020,188,,,Dry,Cold
2020,U,1833-32684,U,63,7/6/2020,188,,,Dry,Cold
2020,AD,1833-32685,F,55,7/6/2020,188,,,Dry,Cold
2020,AD,1833-32673,F,56,7/7/2020,189,,,Dry,Cold
2020,U,1833-32689,U,57.4,7/7/2020,189,,,Dry,Cold
2020,U,1833-32690,U,56.5,7/7/2020,189,,,Dry,Cold
2020,U,1833-32692,U,55.5,7/7/2020,189,,,Dry,Cold
2020,AD,1833-32649,F,57,7/13/2020,195,,,Dry,Cold
2020,AD,1833-32693,U,59.5,7/13/2020,195,,,Dry,Cold
2020,U,1783-74405,U,55.1,7/20/2020,202,,,Dry,Cold
2020,U,1783-74406,U,53.9,7/20/2020,202,,,Dry,Cold
2020,U,1833-32694,U,59.8,7/20/2020,202,,,Dry,Cold
2020,U,1833-32695,U,50.6,7/20/2020,202,,,Dry,Cold
2006,AD,2003-92354,M,59,6/16/2006,167,,,Dry,Cold
2005,AD,2003-92359,M,56,6/30/2005,181,,,Wet,Warm
2006,AD,2003-92375,F,53.5,6/27/2006,178,,,Dry,Cold
2005,AD,2003-92364,M,50,6/10/2005,161,,,Wet,Warm
2005,AD,2003-92363,M,58,7/11/2005,192,,,Wet,Warm
2006,U,2003-92387,F,70,6/1/2006,152,,,Dry,Cold
2006,AD,1593-64402,F,67.5,6/20/2006,171,,,Dry,Cold
2006,AD,1593-64435,M,51,6/23/2006,174,,,Dry,Cold
2006,AD,1593-64433,F,66,6/12/2006,163,,,Dry,Cold
2005,AD,1593-64445,F,55,6/28/2005,179,,,Wet,Warm
2005,AD,1593-64446,F,57,6/27/2005,178,,,Wet,Warm
2006,AD,1593-64425,M,54,6/6/2006,157,,,Dry,Cold
2006,AD,1593-64434,M,61.5,6/15/2006,166,,,Dry,Cold
2005,AD,1593-64447,F,61,7/5/2005,186,,,Wet,Warm
2007,AD,1593-64431,M,60,6/13/2007,164,,,Wet,Warm
2006,AD,1593-64487,F,57,7/10/2006,191,,,Dry,Cold
2006,AD,1593-64513,F,51.5,7/5/2006,186,,,Dry,Cold
2006,AD,1593-64514,M,54.5,6/26/2006,177,,,Dry,Cold
2010,AD,1593-64490,M,55.5,6/15/2010,166,,,Dry,Cold
2009,AD,1593-64531,M,50,6/25/2009,176,,,Dry,Cold
2006,AD,1593-64492,F,130,7/6/2006,187,,,Dry,Cold
2007,AD,1593-64577,F,58,7/11/2007,192,,,Wet,Warm
2008,AD,1593-64572,M,55,6/9/2008,161,,,Dry,Cold
2007,AD,1593-64578,M,48,7/11/2007,192,,,Wet,Warm
2009,AD,1593-64562,F,62.5,6/19/2009,170,,,Dry,Cold
2007,AD,1593-64580,F,58.5,7/9/2007,190,,,Wet,Warm
2007,AD,1593-64587,M,55,7/2/2007,183,,,Wet,Warm
2007,AD,1593-64537,F,57,7/17/2007,198,,,Wet,Warm
2007,AD,1593-64582,F,57.5,7/9/2007,190,,,Wet,Warm
2009,AD,1593-64594,M,57,7/7/2009,188,,,Dry,Cold
2009,AD,1593-64624,M,56,6/19/2009,170,,,Dry,Cold
2009,AD,1593-64641,M,57,6/12/2009,163,,,Dry,Cold
2009,AD,1593-64601,F,57.5,7/6/2009,187,,,Dry,Cold
2009,AD,1593-64559,F,66,6/10/2009,161,,,Dry,Cold
2010,U,1593-64645,U,54.5,6/28/2010,179,,,Dry,Cold
2012,AD,1593-64649,F,56,7/4/2012,186,,,Wet,Warm
2010,AD,1593-64614,M,55.5,6/3/2010,154,,,Dry,Cold
2010,AD,1593-64654,M,57.5,6/2/2010,153,,,Dry,Cold
2010,AD,1593-64662,U,58,6/1/2010,152,,,Dry,Cold
2010,AD,1593-64686,F,56,7/15/2010,196,,,Dry,Cold
2010,AD,1593-64657,F,52,7/13/2010,194,,,Dry,Cold
2011,AD,1593-64724,F,60,7/21/2011,202,,,Wet,Warm
2011,AD,1593-64725,F,63,7/14/2011,195,,,Wet,Warm
2011,AD,1593-64739,M,54,6/8/2011,159,,,Wet,Warm
2011,AD,1593-64758,U,60,6/21/2011,172,,,Wet,Warm
2011,AD,1593-64761,M,56,6/20/2011,171,,,Wet,Warm
2011,AD,1593-64769,F,61.5,6/30/2011,181,,,Wet,Warm
2010,AD,1593-64770,M,60.5,6/23/2010,174,,,Dry,Cold
2011,AD,1593-64748,F,84,6/13/2011,164,,,Wet,Warm
2010,AD,1593-64771,F,65,7/13/2010,194,,,Dry,Cold
2011,AD,1593-64747,F,72,6/8/2011,159,,,Wet,Warm
2011,AD,1593-64741,F,60,7/5/2011,186,,,Wet,Warm
2011,U,1593-64767,U,52.5,6/16/2011,167,,,Wet,Warm
2011,AD,1593-64790,F,57.5,7/13/2011,194,,,Wet,Warm
2011,AD,1593-64830,F,58,7/6/2011,187,,,Wet,Warm
2012,AD,1593-64866,M,52.5,6/26/2012,178,,,Wet,Warm
2011,AD,1593-64826,M,64,6/21/2011,172,,,Wet,Warm
2011,AD,1593-64843,M,53,6/14/2011,165,,,Wet,Warm
2012,AD,1593-64837,M,52,7/9/2012,191,,,Wet,Warm
2012,AD,1593-64846,F,63.5,6/11/2012,163,,,Wet,Warm
2011,AD,1593-64869,F,55.5,7/8/2011,189,,,Wet,Warm
2011,AD,1593-64806,M,59,7/20/2011,201,,,Wet,Warm
2011,AD,1593-64848,F,63.5,7/18/2011,199,,,Wet,Warm
2012,U,1593-64812,U,59,6/18/2012,170,,,Wet,Warm
2013,AD,1593-64884,M,54.5,7/1/2013,182,,,Dry,Cold
2012,AD,1593-64863,M,57,7/5/2012,187,,,Wet,Warm
2012,AD,1593-64862,F,63,7/5/2012,187,,,Wet,Warm
2012,AD,1593-64301,M,53,7/2/2012,184,,,Wet,Warm
2012,AD,1593-64876,F,59,7/15/2012,197,,,Wet,Warm
2013,AD,1593-64879,M,54.5,7/8/2013,189,,,Dry,Cold
2012,AD,1783-64302,F,56.5,7/5/2012,187,,,Wet,Warm
2013,AD,1783-64308,M,53.5,6/28/2013,179,,,Dry,Cold
2012,AD,1783-64332,F,49,7/9/2012,191,,,Wet,Warm
2013,AD,1783-64323,M,51,6/14/2013,165,,,Dry,Cold
2013,AD,1783-64343,U,57.5,6/14/2013,165,,,Dry,Cold
2013,AD,1783-64353,M,49.5,7/8/2013,189,,,Dry,Cold
2013,AD,1783-64327,M,55.5,7/9/2013,190,,,Dry,Cold
2013,AD,1783-64327,M,52,7/1/2013,182,,,Dry,Cold
2013,AD,1783-64345,M,55.5,6/7/2013,158,,,Dry,Cold
2013,AD,1593-64888,M,56,6/5/2013,156,,,Dry,Cold
2015,AD,1783-64387,M,51,7/15/2015,196,,,Wet,Warm
2014,AD,1593-64889,F,74.5,6/19/2014,170,,,Dry,Warm
2013,AD,1783-64371,M,55.5,7/19/2013,200,,,Dry,Cold
2014,AD,1783-64410,F,58,7/9/2014,190,,,Dry,Warm
2013,AD,1783-64361,M,57,7/13/2013,194,,,Dry,Cold
2013,AD,1783-64354,M,61.5,7/7/2013,188,,,Dry,Cold
2013,AD,1783-64357,F,55,7/9/2013,190,,,Dry,Cold
2015,AD,1783-64411,F,62,7/14/2015,195,,,Wet,Warm
2015,AD,1783-64471,M,55,7/24/2015,205,,,Wet,Warm
2014,AD,1593-64895,M,53,7/1/2014,182,,,Dry,Warm
2014,AD,1783-64397,M,54.5,6/11/2014,162,,,Dry,Warm
2014,AD,1593-64894,M,51.5,6/16/2014,167,,,Dry,Warm
2014,AD,1783-64457,M,53,6/2/2014,153,,,Dry,Warm
2014,AD,1783-64460,M,56,6/23/2014,174,,,Dry,Warm
2014,AD,1783-64540,M,51.5,7/9/2014,190,,,Dry,Warm
2014,AD,1783-64513,M,58,6/23/2014,174,,,Dry,Warm
2014,AD,1783-64541,M,57.5,7/4/2014,185,,,Dry,Warm
2014,AD,1783-64464,M,55.5,6/15/2014,166,,,Dry,Warm
2014,AD,1783-64533,M,51.5,7/9/2014,190,,,Dry,Warm
2014,AD,1783-64514,M,53.5,7/9/2014,190,,,Dry,Warm
